userId,songId,Q1,Q2,Q3,Extraversion,sociability,assertiveness,energy_level,Agreeableness,compassion,respectfulness,trust,Conscientiousness,organization,productiveness,responsibility,Neuroticism,anxiety,depression,emotional_volatility,Openness,intellectual_curiosity,aesthetic_sensitivity,creative_imagination,rms,lowenergy,eventdensity,pulseclarity,attacktime_mean,attacktime_std,attacktime_slope,attacktime_periodentropy,attackslope_mean,attackslope_std,attackslope_slope,attackslope_periodentropy,zerocross,brightness,centroid,spread,skewness,kurtosis,flatness,mirentropy,inharmonicity,activity,valence,tension,happy,sad,tender,anger,fear
21,28230,3,2,1,2,1.25,2,2.75,3.833333333,4.25,4.75,2.5,4.083333333,4.5,3.25,4.5,4,4,4.5,3.5,3.083333333,3.75,2.75,2.75,0.041467854,0.559770115,6.053912392,0.333777704,0.06572327,0.026276502,0.00910591,0.9647434,143707.0103,135073.7503,0.019366469,0.949786786,936.0839322,0.253528597,1412.56238,0.928510374,21135555242,2.84886E+14,0.034168732,0.815246694,0.450930544,6.172519008,6.8213334,9.371797656,2.587544191,0.220973027,1.345904029,1.704100179,2.607113179
64,28230,4,4,4,2.416666667,1.75,3,2.5,3.5,3.75,4,2.75,3.666666667,4,3.25,3.75,4.333333333,5,4,4,4.5,4,4.75,4.75,0.041467854,0.559770115,6.053912392,0.333777704,0.06572327,0.026276502,0.00910591,0.9647434,143707.0103,135073.7503,0.019366469,0.949786786,936.0839322,0.253528597,1412.56238,0.928510374,21135555242,2.84886E+14,0.034168732,0.815246694,0.450930544,6.172519008,6.8213334,9.371797656,2.587544191,0.220973027,1.345904029,1.704100179,2.607113179
209,28230,2,1,1,2.416666667,2,2.5,2.75,2.833333333,2.75,2.75,3,2.333333333,1.75,2.75,2.5,2.5,2.75,2.25,2.5,3.583333333,3.5,3.25,4,0.041467854,0.559770115,6.053912392,0.333777704,0.06572327,0.026276502,0.00910591,0.9647434,143707.0103,135073.7503,0.019366469,0.949786786,936.0839322,0.253528597,1412.56238,0.928510374,21135555242,2.84886E+14,0.034168732,0.815246694,0.450930544,6.172519008,6.8213334,9.371797656,2.587544191,0.220973027,1.345904029,1.704100179,2.607113179
229,28230,1,2,2,3.75,3.5,3.5,4.25,4.166666667,4.75,4.5,3.25,4.5,4,5,4.5,3.666666667,4.25,3,3.75,4,3.75,4,4.25,0.041467854,0.559770115,6.053912392,0.333777704,0.06572327,0.026276502,0.00910591,0.9647434,143707.0103,135073.7503,0.019366469,0.949786786,936.0839322,0.253528597,1412.56238,0.928510374,21135555242,2.84886E+14,0.034168732,0.815246694,0.450930544,6.172519008,6.8213334,9.371797656,2.587544191,0.220973027,1.345904029,1.704100179,2.607113179
233,28230,4,2,2,2.416666667,2.25,2.75,2.25,2.583333333,2.75,3,2,2.916666667,4,2.75,2,3.583333333,3.75,3.25,3.75,3.333333333,3.75,2.25,4,0.041467854,0.559770115,6.053912392,0.333777704,0.06572327,0.026276502,0.00910591,0.9647434,143707.0103,135073.7503,0.019366469,0.949786786,936.0839322,0.253528597,1412.56238,0.928510374,21135555242,2.84886E+14,0.034168732,0.815246694,0.450930544,6.172519008,6.8213334,9.371797656,2.587544191,0.220973027,1.345904029,1.704100179,2.607113179
307,28230,1,1,1,3.666666667,3.75,3.75,3.5,3.25,3.5,3.25,3,3.5,3,3.5,4,3.083333333,3.75,2.5,3,3.416666667,4.25,1.5,4.5,0.041467854,0.559770115,6.053912392,0.333777704,0.06572327,0.026276502,0.00910591,0.9647434,143707.0103,135073.7503,0.019366469,0.949786786,936.0839322,0.253528597,1412.56238,0.928510374,21135555242,2.84886E+14,0.034168732,0.815246694,0.450930544,6.172519008,6.8213334,9.371797656,2.587544191,0.220973027,1.345904029,1.704100179,2.607113179
126,22677,2,2,1,3.083333333,3.25,3,3,3.25,3.75,3.75,2.25,3.416666667,4,3.25,3,3.166666667,2.5,3.75,3.25,3.833333333,4,4,3.5,0.129230576,0.496993988,2.982190997,0.72545568,0.067003484,0.02459625,-0.042750363,0.96845802,1996596.098,1711287.748,0.156624174,0.967768461,1129.878361,0.466472459,3812.584214,0.663675914,1.00257E+12,2.4957E+16,0.301949806,0.901051844,0.510838949,13.4671424,9.915034203,5.812828144,8.483555365,0.643885176,-0.008636338,3.018639214,2.695775849
182,22677,1,1,1,4.333333333,4,4.75,4.25,3.166666667,2.75,3,3.75,3.666666667,4,3.25,3.75,4,4.5,4,3.5,4.666666667,4,5,5,0.129230576,0.496993988,2.982190997,0.72545568,0.067003484,0.02459625,-0.042750363,0.96845802,1996596.098,1711287.748,0.156624174,0.967768461,1129.878361,0.466472459,3812.584214,0.663675914,1.00257E+12,2.4957E+16,0.301949806,0.901051844,0.510838949,13.4671424,9.915034203,5.812828144,8.483555365,0.643885176,-0.008636338,3.018639214,2.695775849
205,22677,4,3,3,3.166666667,2.25,3.5,3.75,3.083333333,3.5,3,2.75,1.666666667,1,2.25,1.75,2.416666667,2.5,2.25,2.5,4.5,4.5,4.25,4.75,0.129230576,0.496993988,2.982190997,0.72545568,0.067003484,0.02459625,-0.042750363,0.96845802,1996596.098,1711287.748,0.156624174,0.967768461,1129.878361,0.466472459,3812.584214,0.663675914,1.00257E+12,2.4957E+16,0.301949806,0.901051844,0.510838949,13.4671424,9.915034203,5.812828144,8.483555365,0.643885176,-0.008636338,3.018639214,2.695775849
229,22677,2,1,1,3.75,3.5,3.5,4.25,4.166666667,4.75,4.5,3.25,4.5,4,5,4.5,3.666666667,4.25,3,3.75,4,3.75,4,4.25,0.129230576,0.496993988,2.982190997,0.72545568,0.067003484,0.02459625,-0.042750363,0.96845802,1996596.098,1711287.748,0.156624174,0.967768461,1129.878361,0.466472459,3812.584214,0.663675914,1.00257E+12,2.4957E+16,0.301949806,0.901051844,0.510838949,13.4671424,9.915034203,5.812828144,8.483555365,0.643885176,-0.008636338,3.018639214,2.695775849
258,22677,1,1,1,2.166666667,1.5,2.75,2.25,2.25,3,2.25,1.5,2.166666667,2.25,1.5,2.75,5,5,5,5,3.666666667,3.5,4,3.5,0.129230576,0.496993988,2.982190997,0.72545568,0.067003484,0.02459625,-0.042750363,0.96845802,1996596.098,1711287.748,0.156624174,0.967768461,1129.878361,0.466472459,3812.584214,0.663675914,1.00257E+12,2.4957E+16,0.301949806,0.901051844,0.510838949,13.4671424,9.915034203,5.812828144,8.483555365,0.643885176,-0.008636338,3.018639214,2.695775849
262,22677,1,1,1,2.833333333,2.5,3,3,3.416666667,3.5,4,2.75,2.916666667,3.25,2.25,3.25,3.25,3.25,3,3.5,3.916666667,4,4.25,3.5,0.129230576,0.496993988,2.982190997,0.72545568,0.067003484,0.02459625,-0.042750363,0.96845802,1996596.098,1711287.748,0.156624174,0.967768461,1129.878361,0.466472459,3812.584214,0.663675914,1.00257E+12,2.4957E+16,0.301949806,0.901051844,0.510838949,13.4671424,9.915034203,5.812828144,8.483555365,0.643885176,-0.008636338,3.018639214,2.695775849
269,22677,2,2,1,2.25,2.75,1.25,2.75,3.583333333,4,3.25,3.5,2.416666667,2.75,1.75,2.75,4.916666667,5,5,4.75,4.416666667,4.75,4.75,3.75,0.129230576,0.496993988,2.982190997,0.72545568,0.067003484,0.02459625,-0.042750363,0.96845802,1996596.098,1711287.748,0.156624174,0.967768461,1129.878361,0.466472459,3812.584214,0.663675914,1.00257E+12,2.4957E+16,0.301949806,0.901051844,0.510838949,13.4671424,9.915034203,5.812828144,8.483555365,0.643885176,-0.008636338,3.018639214,2.695775849
273,22677,4,4,3,3.916666667,3.75,4,4,4.166666667,3.75,5,3.75,3,2.5,3,3.5,3.75,4,2.5,4.75,5,5,5,5,0.129230576,0.496993988,2.982190997,0.72545568,0.067003484,0.02459625,-0.042750363,0.96845802,1996596.098,1711287.748,0.156624174,0.967768461,1129.878361,0.466472459,3812.584214,0.663675914,1.00257E+12,2.4957E+16,0.301949806,0.901051844,0.510838949,13.4671424,9.915034203,5.812828144,8.483555365,0.643885176,-0.008636338,3.018639214,2.695775849
17,30442,4,3,2,2.916666667,3.5,2.75,2.5,3.416666667,3.5,3.5,3.25,1.75,1.5,2.25,1.5,2.083333333,2.25,2.5,1.5,4.25,4.5,4,4.25,0.228975345,0.467710372,3.565456054,0.732252075,0.07319209,0.029215083,0.157022275,0.966059525,4672384.871,4011689.587,-0.096000039,0.962667836,1838.386797,0.65773568,6109.321914,0.511602492,1.77576E+12,6.24311E+16,0.493146868,0.93353544,0.463317473,14.78206804,9.837589126,6.248351373,8.830164431,0.463555258,-1.268973727,4.043654713,1.820244739
163,30442,2,2,2,3.5,3.5,3.5,3.5,2.416666667,2.25,2.75,2.25,3.583333333,4,4,2.75,3.416666667,3.75,2.25,4.25,3,4.25,1.75,3,0.228975345,0.467710372,3.565456054,0.732252075,0.07319209,0.029215083,0.157022275,0.966059525,4672384.871,4011689.587,-0.096000039,0.962667836,1838.386797,0.65773568,6109.321914,0.511602492,1.77576E+12,6.24311E+16,0.493146868,0.93353544,0.463317473,14.78206804,9.837589126,6.248351373,8.830164431,0.463555258,-1.268973727,4.043654713,1.820244739
181,30442,3,3,1,2.833333333,2.25,3.25,3,3.583333333,4,3.5,3.25,3.166666667,3.75,3.25,2.5,3.166666667,2.75,3,3.75,3.5,3.75,3.5,3.25,0.228975345,0.467710372,3.565456054,0.732252075,0.07319209,0.029215083,0.157022275,0.966059525,4672384.871,4011689.587,-0.096000039,0.962667836,1838.386797,0.65773568,6109.321914,0.511602492,1.77576E+12,6.24311E+16,0.493146868,0.93353544,0.463317473,14.78206804,9.837589126,6.248351373,8.830164431,0.463555258,-1.268973727,4.043654713,1.820244739
229,30442,3,3,3,3.75,3.5,3.5,4.25,4.166666667,4.75,4.5,3.25,4.5,4,5,4.5,3.666666667,4.25,3,3.75,4,3.75,4,4.25,0.228975345,0.467710372,3.565456054,0.732252075,0.07319209,0.029215083,0.157022275,0.966059525,4672384.871,4011689.587,-0.096000039,0.962667836,1838.386797,0.65773568,6109.321914,0.511602492,1.77576E+12,6.24311E+16,0.493146868,0.93353544,0.463317473,14.78206804,9.837589126,6.248351373,8.830164431,0.463555258,-1.268973727,4.043654713,1.820244739
252,30442,5,5,1,3.583333333,4,3.5,3.25,3.916666667,3.5,4.25,4,3.25,2.5,2.5,4.75,2.25,1.5,2.25,3,4.583333333,5,3.75,5,0.228975345,0.467710372,3.565456054,0.732252075,0.07319209,0.029215083,0.157022275,0.966059525,4672384.871,4011689.587,-0.096000039,0.962667836,1838.386797,0.65773568,6109.321914,0.511602492,1.77576E+12,6.24311E+16,0.493146868,0.93353544,0.463317473,14.78206804,9.837589126,6.248351373,8.830164431,0.463555258,-1.268973727,4.043654713,1.820244739
23,16575,1,1,1,2.833333333,2.75,3,2.75,3.75,4.75,3.25,3.25,2.916666667,2.25,3.25,3.25,4.333333333,4.5,4,4.5,4.083333333,4.25,3.75,4.25,0.253716736,0.476611418,4.578201045,0.492229143,0.055142315,0.017427979,0.023301872,0.968184053,4488437.465,3919348.996,-0.081458322,0.96840956,1364.867062,0.52198388,4551.77671,0.408565755,3.59694E+12,1.35258E+17,0.426054195,0.924067869,0.482272709,17.4903923,11.32280808,3.90313557,9.570259249,1.460485138,-2.748436359,8.224010598,1.80430382
114,16575,2,1,3,2.75,2,3.25,3,3.916666667,4.5,4,3.25,2.416666667,2.5,2.75,2,4.333333333,4.25,3.75,5,3.75,4.25,3.5,3.5,0.253716736,0.476611418,4.578201045,0.492229143,0.055142315,0.017427979,0.023301872,0.968184053,4488437.465,3919348.996,-0.081458322,0.96840956,1364.867062,0.52198388,4551.77671,0.408565755,3.59694E+12,1.35258E+17,0.426054195,0.924067869,0.482272709,17.4903923,11.32280808,3.90313557,9.570259249,1.460485138,-2.748436359,8.224010598,1.80430382
121,16575,4,4,3,3.25,2.75,4.25,2.75,3.833333333,3.75,4.75,3,1.583333333,1,1.75,2,1.666666667,1.25,2.25,1.5,3.166666667,4,1.5,4,0.253716736,0.476611418,4.578201045,0.492229143,0.055142315,0.017427979,0.023301872,0.968184053,4488437.465,3919348.996,-0.081458322,0.96840956,1364.867062,0.52198388,4551.77671,0.408565755,3.59694E+12,1.35258E+17,0.426054195,0.924067869,0.482272709,17.4903923,11.32280808,3.90313557,9.570259249,1.460485138,-2.748436359,8.224010598,1.80430382
254,16575,1,1,1,3.583333333,2.75,4.25,3.75,3.5,3.5,4,3,2.916666667,2.5,2.25,4,2.5,2.25,3.5,1.75,4.75,4.75,5,4.5,0.253716736,0.476611418,4.578201045,0.492229143,0.055142315,0.017427979,0.023301872,0.968184053,4488437.465,3919348.996,-0.081458322,0.96840956,1364.867062,0.52198388,4551.77671,0.408565755,3.59694E+12,1.35258E+17,0.426054195,0.924067869,0.482272709,17.4903923,11.32280808,3.90313557,9.570259249,1.460485138,-2.748436359,8.224010598,1.80430382
309,16575,4,4,2,2.333333333,1.5,2.5,3,3.583333333,3.5,4.75,2.5,3,3,2.75,3.25,3.833333333,3.5,3.75,4.25,4.833333333,5,4.5,5,0.253716736,0.476611418,4.578201045,0.492229143,0.055142315,0.017427979,0.023301872,0.968184053,4488437.465,3919348.996,-0.081458322,0.96840956,1364.867062,0.52198388,4551.77671,0.408565755,3.59694E+12,1.35258E+17,0.426054195,0.924067869,0.482272709,17.4903923,11.32280808,3.90313557,9.570259249,1.460485138,-2.748436359,8.224010598,1.80430382
310,16575,2,2,1,2.166666667,2.5,1.5,2.5,3.583333333,2.75,4.25,3.75,2.416666667,2.25,3,2,3,3.25,3,2.75,3.5,4.25,2.75,3.5,0.253716736,0.476611418,4.578201045,0.492229143,0.055142315,0.017427979,0.023301872,0.968184053,4488437.465,3919348.996,-0.081458322,0.96840956,1364.867062,0.52198388,4551.77671,0.408565755,3.59694E+12,1.35258E+17,0.426054195,0.924067869,0.482272709,17.4903923,11.32280808,3.90313557,9.570259249,1.460485138,-2.748436359,8.224010598,1.80430382
312,16575,2,2,2,2.75,2.75,3,2.5,3.833333333,4,5,2.5,3,2.25,3.5,3.25,3.5,4,3.75,2.75,2.333333333,3,1,3,0.253716736,0.476611418,4.578201045,0.492229143,0.055142315,0.017427979,0.023301872,0.968184053,4488437.465,3919348.996,-0.081458322,0.96840956,1364.867062,0.52198388,4551.77671,0.408565755,3.59694E+12,1.35258E+17,0.426054195,0.924067869,0.482272709,17.4903923,11.32280808,3.90313557,9.570259249,1.460485138,-2.748436359,8.224010598,1.80430382
16,31131,4,4,3,3,2.75,3.25,3,3.333333333,3.5,3.5,3,2.833333333,2.25,2.75,3.5,3.333333333,3.25,3.75,3,2.833333333,2.75,2.5,3.25,0.162856722,0.539517274,2.628106189,0.794034404,0.065437158,0.019812827,0.04886959,0.965045925,2415450.982,2132376.019,0.06361474,0.965377456,785.5894633,0.409073634,3875.664482,0.700307761,7.3509E+11,1.5799E+16,0.336754988,0.889241688,0.475078607,13.87556704,10.96945427,4.619213878,9.223902039,0.709147297,1.024331566,2.671471678,1.550366779
78,31131,1,1,1,2.583333333,2.5,3.25,2,2.5,3.25,2.5,1.75,2.25,2.25,1.5,3,4.166666667,4.25,4.25,4,4.416666667,4.75,4.75,3.75,0.162856722,0.539517274,2.628106189,0.794034404,0.065437158,0.019812827,0.04886959,0.965045925,2415450.982,2132376.019,0.06361474,0.965377456,785.5894633,0.409073634,3875.664482,0.700307761,7.3509E+11,1.5799E+16,0.336754988,0.889241688,0.475078607,13.87556704,10.96945427,4.619213878,9.223902039,0.709147297,1.024331566,2.671471678,1.550366779
183,31131,3,2,2,4.75,4.75,4.5,5,3.75,3.25,4.5,3.5,4.25,4.25,4.5,4,2.25,2.75,1.75,2.25,4.583333333,5,3.75,5,0.162856722,0.539517274,2.628106189,0.794034404,0.065437158,0.019812827,0.04886959,0.965045925,2415450.982,2132376.019,0.06361474,0.965377456,785.5894633,0.409073634,3875.664482,0.700307761,7.3509E+11,1.5799E+16,0.336754988,0.889241688,0.475078607,13.87556704,10.96945427,4.619213878,9.223902039,0.709147297,1.024331566,2.671471678,1.550366779
26,20566,4,4,2,2.5,2,2.25,3.25,4.083333333,4.5,4.75,3,2.083333333,2,1.75,2.5,3.333333333,4.25,2.5,3.25,4.083333333,4.25,4.25,3.75,0.041838711,0.510117647,2.237872275,0.325792209,0.075708812,0.038058349,0.023813515,0.966212375,112399.1309,103720.6166,0.071061805,0.952785195,1443.574876,0.525650901,3337.46346,0.872405423,2.59114E+11,4.37134E+15,0.255199022,0.893292052,0.46699148,8.161821247,9.868301555,4.749504216,6.175650551,1.26453318,2.657445288,1.199480895,0.325732352
61,20566,2,2,1,3.416666667,3.75,3,3.5,3.583333333,4,4,2.75,3.333333333,3.25,2.75,4,3.916666667,4.25,3.75,3.75,4.333333333,3.75,5,4.25,0.041838711,0.510117647,2.237872275,0.325792209,0.075708812,0.038058349,0.023813515,0.966212375,112399.1309,103720.6166,0.071061805,0.952785195,1443.574876,0.525650901,3337.46346,0.872405423,2.59114E+11,4.37134E+15,0.255199022,0.893292052,0.46699148,8.161821247,9.868301555,4.749504216,6.175650551,1.26453318,2.657445288,1.199480895,0.325732352
109,20566,4,3,3,2.666666667,2.75,2.25,3,3.5,3,4.5,3,2.666666667,2.5,2.5,3,3.083333333,3.25,3,3,3.583333333,3.75,3,4,0.041838711,0.510117647,2.237872275,0.325792209,0.075708812,0.038058349,0.023813515,0.966212375,112399.1309,103720.6166,0.071061805,0.952785195,1443.574876,0.525650901,3337.46346,0.872405423,2.59114E+11,4.37134E+15,0.255199022,0.893292052,0.46699148,8.161821247,9.868301555,4.749504216,6.175650551,1.26453318,2.657445288,1.199480895,0.325732352
253,20566,4,4,4,3.666666667,3,3.5,4.5,3.75,3,4.25,4,3.5,2.5,4,4,3.583333333,3,3.5,4.25,4.166666667,4.75,3,4.75,0.041838711,0.510117647,2.237872275,0.325792209,0.075708812,0.038058349,0.023813515,0.966212375,112399.1309,103720.6166,0.071061805,0.952785195,1443.574876,0.525650901,3337.46346,0.872405423,2.59114E+11,4.37134E+15,0.255199022,0.893292052,0.46699148,8.161821247,9.868301555,4.749504216,6.175650551,1.26453318,2.657445288,1.199480895,0.325732352
264,20566,3,3,3,2.666666667,3,2.75,2.25,2.833333333,3,3.25,2.25,2.583333333,2.25,2.5,3,2.75,2.75,3,2.5,3.5,3.75,3.75,3,0.041838711,0.510117647,2.237872275,0.325792209,0.075708812,0.038058349,0.023813515,0.966212375,112399.1309,103720.6166,0.071061805,0.952785195,1443.574876,0.525650901,3337.46346,0.872405423,2.59114E+11,4.37134E+15,0.255199022,0.893292052,0.46699148,8.161821247,9.868301555,4.749504216,6.175650551,1.26453318,2.657445288,1.199480895,0.325732352
289,20566,5,5,5,3.25,3.5,3,3.25,2.75,3,2.75,2.5,3.25,3.5,3.25,3,3.333333333,3.25,3.75,3,4.583333333,4.5,5,4.25,0.041838711,0.510117647,2.237872275,0.325792209,0.075708812,0.038058349,0.023813515,0.966212375,112399.1309,103720.6166,0.071061805,0.952785195,1443.574876,0.525650901,3337.46346,0.872405423,2.59114E+11,4.37134E+15,0.255199022,0.893292052,0.46699148,8.161821247,9.868301555,4.749504216,6.175650551,1.26453318,2.657445288,1.199480895,0.325732352
129,16474,3,3,3,3.333333333,2.75,3.5,3.75,3.583333333,3.75,3.25,3.75,3.5,3.25,3.75,3.5,2.666666667,2.5,2.5,3,3.75,4.25,3.5,3.5,0.24120867,0.525746269,2.787987586,0.786153944,0.067381443,0.022988249,0.030111983,0.971045744,4182239.617,3026922.658,-0.108189452,0.964004516,1620.28773,0.545860016,4625.493256,0.397212966,3.94644E+12,1.52012E+17,0.427919233,0.928581407,0.502630671,16.23979009,10.54083898,4.731691327,8.558162621,1.274987907,-2.961885657,8.346041053,1.39618568
168,16474,4,3,3,2.75,3,2.75,2.5,2.666666667,2.5,2.5,3,2,1.75,2,2.25,3,3.5,2.75,2.75,3.666666667,3,4,4,0.24120867,0.525746269,2.787987586,0.786153944,0.067381443,0.022988249,0.030111983,0.971045744,4182239.617,3026922.658,-0.108189452,0.964004516,1620.28773,0.545860016,4625.493256,0.397212966,3.94644E+12,1.52012E+17,0.427919233,0.928581407,0.502630671,16.23979009,10.54083898,4.731691327,8.558162621,1.274987907,-2.961885657,8.346041053,1.39618568
191,16474,1,1,1,4.416666667,5,4,4.25,2.416666667,2.75,2.75,1.75,3.5,3.75,3.75,3,2.916666667,3,2.75,3,4,4.25,3.75,4,0.24120867,0.525746269,2.787987586,0.786153944,0.067381443,0.022988249,0.030111983,0.971045744,4182239.617,3026922.658,-0.108189452,0.964004516,1620.28773,0.545860016,4625.493256,0.397212966,3.94644E+12,1.52012E+17,0.427919233,0.928581407,0.502630671,16.23979009,10.54083898,4.731691327,8.558162621,1.274987907,-2.961885657,8.346041053,1.39618568
229,16474,3,3,3,3.75,3.5,3.5,4.25,4.166666667,4.75,4.5,3.25,4.5,4,5,4.5,3.666666667,4.25,3,3.75,4,3.75,4,4.25,0.24120867,0.525746269,2.787987586,0.786153944,0.067381443,0.022988249,0.030111983,0.971045744,4182239.617,3026922.658,-0.108189452,0.964004516,1620.28773,0.545860016,4625.493256,0.397212966,3.94644E+12,1.52012E+17,0.427919233,0.928581407,0.502630671,16.23979009,10.54083898,4.731691327,8.558162621,1.274987907,-2.961885657,8.346041053,1.39618568
259,16474,5,4,4,4.166666667,4,4.5,4,2.916666667,3.25,3.5,2,4.25,4,4.5,4.25,3.666666667,4.5,3,3.5,4.333333333,3.75,4.75,4.5,0.24120867,0.525746269,2.787987586,0.786153944,0.067381443,0.022988249,0.030111983,0.971045744,4182239.617,3026922.658,-0.108189452,0.964004516,1620.28773,0.545860016,4625.493256,0.397212966,3.94644E+12,1.52012E+17,0.427919233,0.928581407,0.502630671,16.23979009,10.54083898,4.731691327,8.558162621,1.274987907,-2.961885657,8.346041053,1.39618568
276,16474,4,4,3,2.833333333,2.5,2.75,3.25,4,4.25,4.5,3.25,3.916666667,4,3.75,4,3.583333333,3,3.25,4.5,4.333333333,3.75,4.75,4.5,0.24120867,0.525746269,2.787987586,0.786153944,0.067381443,0.022988249,0.030111983,0.971045744,4182239.617,3026922.658,-0.108189452,0.964004516,1620.28773,0.545860016,4625.493256,0.397212966,3.94644E+12,1.52012E+17,0.427919233,0.928581407,0.502630671,16.23979009,10.54083898,4.731691327,8.558162621,1.274987907,-2.961885657,8.346041053,1.39618568
310,16474,3,2,1,2.166666667,2.5,1.5,2.5,3.583333333,2.75,4.25,3.75,2.416666667,2.25,3,2,3,3.25,3,2.75,3.5,4.25,2.75,3.5,0.24120867,0.525746269,2.787987586,0.786153944,0.067381443,0.022988249,0.030111983,0.971045744,4182239.617,3026922.658,-0.108189452,0.964004516,1620.28773,0.545860016,4625.493256,0.397212966,3.94644E+12,1.52012E+17,0.427919233,0.928581407,0.502630671,16.23979009,10.54083898,4.731691327,8.558162621,1.274987907,-2.961885657,8.346041053,1.39618568
57,31218,5,4,4,2.416666667,2,2.75,2.5,3.583333333,4,4.5,2.25,2.416666667,2,2,3.25,2.166666667,1.75,3.5,1.25,3.166666667,4,2.25,3.25,0.271189751,0.477553906,0.564971751,0.696121313,0.07038674,0.023862258,-0.010204453,0.971158931,6897182.417,5449432.896,0.008228194,0.964027896,1572.781982,0.653938089,5369.620144,0.380474377,3.58809E+12,1.5611E+17,0.51997883,0.944744555,0.474576534,20.5950595,12.48455121,3.940586328,12.13180442,1.061714558,-2.453270435,5.360865294,2.182525255
151,31218,2,2,2,3.666666667,3.5,3.25,4.25,3.833333333,4.25,4.25,3,3.5,3.5,3.75,3.25,2.833333333,3.25,2.5,2.75,3.833333333,3.75,4,3.75,0.271189751,0.477553906,0.564971751,0.696121313,0.07038674,0.023862258,-0.010204453,0.971158931,6897182.417,5449432.896,0.008228194,0.964027896,1572.781982,0.653938089,5369.620144,0.380474377,3.58809E+12,1.5611E+17,0.51997883,0.944744555,0.474576534,20.5950595,12.48455121,3.940586328,12.13180442,1.061714558,-2.453270435,5.360865294,2.182525255
190,31218,3,3,3,4,4.5,4,3.5,4.416666667,4.25,4.75,4.25,4.25,4.75,4,4,2.083333333,2.75,2,1.5,3.833333333,3,4.5,4,0.271189751,0.477553906,0.564971751,0.696121313,0.07038674,0.023862258,-0.010204453,0.971158931,6897182.417,5449432.896,0.008228194,0.964027896,1572.781982,0.653938089,5369.620144,0.380474377,3.58809E+12,1.5611E+17,0.51997883,0.944744555,0.474576534,20.5950595,12.48455121,3.940586328,12.13180442,1.061714558,-2.453270435,5.360865294,2.182525255
254,31218,1,1,1,3.583333333,2.75,4.25,3.75,3.5,3.5,4,3,2.916666667,2.5,2.25,4,2.5,2.25,3.5,1.75,4.75,4.75,5,4.5,0.271189751,0.477553906,0.564971751,0.696121313,0.07038674,0.023862258,-0.010204453,0.971158931,6897182.417,5449432.896,0.008228194,0.964027896,1572.781982,0.653938089,5369.620144,0.380474377,3.58809E+12,1.5611E+17,0.51997883,0.944744555,0.474576534,20.5950595,12.48455121,3.940586328,12.13180442,1.061714558,-2.453270435,5.360865294,2.182525255
257,31218,1,1,1,1.416666667,1.5,1.5,1.25,3.25,2.75,4,3,2.916666667,3,2.75,3,2.333333333,1.75,3.5,1.75,3.916666667,4,3.25,4.5,0.271189751,0.477553906,0.564971751,0.696121313,0.07038674,0.023862258,-0.010204453,0.971158931,6897182.417,5449432.896,0.008228194,0.964027896,1572.781982,0.653938089,5369.620144,0.380474377,3.58809E+12,1.5611E+17,0.51997883,0.944744555,0.474576534,20.5950595,12.48455121,3.940586328,12.13180442,1.061714558,-2.453270435,5.360865294,2.182525255
262,31218,1,1,1,2.833333333,2.5,3,3,3.416666667,3.5,4,2.75,2.916666667,3.25,2.25,3.25,3.25,3.25,3,3.5,3.916666667,4,4.25,3.5,0.271189751,0.477553906,0.564971751,0.696121313,0.07038674,0.023862258,-0.010204453,0.971158931,6897182.417,5449432.896,0.008228194,0.964027896,1572.781982,0.653938089,5369.620144,0.380474377,3.58809E+12,1.5611E+17,0.51997883,0.944744555,0.474576534,20.5950595,12.48455121,3.940586328,12.13180442,1.061714558,-2.453270435,5.360865294,2.182525255
269,31218,4,4,3,2.25,2.75,1.25,2.75,3.583333333,4,3.25,3.5,2.416666667,2.75,1.75,2.75,4.916666667,5,5,4.75,4.416666667,4.75,4.75,3.75,0.271189751,0.477553906,0.564971751,0.696121313,0.07038674,0.023862258,-0.010204453,0.971158931,6897182.417,5449432.896,0.008228194,0.964027896,1572.781982,0.653938089,5369.620144,0.380474377,3.58809E+12,1.5611E+17,0.51997883,0.944744555,0.474576534,20.5950595,12.48455121,3.940586328,12.13180442,1.061714558,-2.453270435,5.360865294,2.182525255
276,31218,3,3,3,2.833333333,2.5,2.75,3.25,4,4.25,4.5,3.25,3.916666667,4,3.75,4,3.583333333,3,3.25,4.5,4.333333333,3.75,4.75,4.5,0.271189751,0.477553906,0.564971751,0.696121313,0.07038674,0.023862258,-0.010204453,0.971158931,6897182.417,5449432.896,0.008228194,0.964027896,1572.781982,0.653938089,5369.620144,0.380474377,3.58809E+12,1.5611E+17,0.51997883,0.944744555,0.474576534,20.5950595,12.48455121,3.940586328,12.13180442,1.061714558,-2.453270435,5.360865294,2.182525255
289,31218,2,2,3,3.25,3.5,3,3.25,2.75,3,2.75,2.5,3.25,3.5,3.25,3,3.333333333,3.25,3.75,3,4.583333333,4.5,5,4.25,0.271189751,0.477553906,0.564971751,0.696121313,0.07038674,0.023862258,-0.010204453,0.971158931,6897182.417,5449432.896,0.008228194,0.964027896,1572.781982,0.653938089,5369.620144,0.380474377,3.58809E+12,1.5611E+17,0.51997883,0.944744555,0.474576534,20.5950595,12.48455121,3.940586328,12.13180442,1.061714558,-2.453270435,5.360865294,2.182525255
